36.292497,-24.881370,542.865127
24.571749,-11.529423,542.906032
11.870839,-0.553635,543.994123
-1.215697,9.421161,546.601986
-14.251565,19.483243,550.695094
-26.789573,30.744108,555.679934
-38.195571,44.642231,560.541178
-47.385685,63.057384,564.122727
-52.604753,87.144543,565.461115
-52.142295,113.896062,564.069351
-46.174094,137.176554,560.090380
-36.529365,154.789348,554.277877
-24.868333,168.183486,547.806829
-12.188619,179.194178,541.961861
0.914485,-170.804681,537.790560
14.000505,-160.720627,535.828478
26.614391,-149.433906,535.986469
38.108704,-135.488861,537.637398
47.375627,-116.972692,539.867870
52.619543,-92.707983,541.804081
52.100583,-65.790584,542.901933
46.030123,-42.464566,543.110954
14.457376,33.369203,543.663716
1.410712,43.452417,545.952193
-11.668506,53.413325,549.778672
-24.347762,64.333963,554.656259
-36.047842,77.565430,559.634986
-45.800100,94.923442,563.560400
-51.976747,117.931995,565.404846
-52.717072,144.649016,564.568707
-47.726646,168.983577,561.064696
-38.662248,-172.331075,555.534457
-27.306207,-158.252476,549.090778
-14.774014,-146.889207,543.024471
-1.718105,-136.778163,538.456354
11.405045,-126.794904,536.039560
24.155879,-115.850163,535.809283
35.943245,-102.578077,537.230086
45.777330,-85.133092,539.420538
51.992873,-61.960100,541.473047
52.692366,-35.062336,542.759426
47.603718,-10.657868,543.125411
38.441671,8.006398,542.917383
27.018531,22.042694,542.836088
-9.069883,87.380927,548.905847
-21.867978,98.014497,553.637316
-33.824508,110.653280,558.686242
-44.073218,127.026515,562.913412
-51.125569,148.887896,565.239320
-53.054856,175.292197,564.959259
-49.116818,-159.450941,561.956395
-40.705968,-139.636864,556.753904
-29.698482,-124.795237,550.390388
-17.339044,-113.021565,544.148571
-4.348056,-102.756645,539.210267
8.795142,-92.831613,536.340008
21.660049,-82.175131,535.699290
33.702020,-69.500838,536.853636
44.036055,-53.053078,538.966745
51.139597,-31.042659,541.109777
53.044726,-4.449096,542.578424
49.015094,20.903588,543.115717
40.502970,40.708131,542.974430
29.421259,55.508298,542.803268
17.025086,67.243441,543.393331
4.035878,77.478904,545.365811
-31.534950,143.889360,557.704431
-42.220741,159.356682,562.189129
-50.065646,-179.952867,564.967604
-53.149135,-154.117856,565.238773
-50.327323,-128.122073,562.758395
-42.648383,-107.144455,557.926096
-32.038352,-91.458978,551.695200
-19.879532,-79.212961,545.326205
-6.972061,-68.748412,540.048918
6.174444,-58.839749,536.731628
19.132332,-48.421058,535.662436
31.394616,-36.273871,536.515835
42.167877,-20.742805,538.513388
50.074380,0.080317,540.718028
53.150666,26.106495,542.358458
50.246541,52.223975,543.077551
42.464131,73.206978,543.029800
31.773104,88.853125,542.801460
19.569806,101.059026,543.179702
6.656537,111.492371,544.844012
-6.459277,121.377123,548.082347
-19.355539,131.773613,552.631960
-48.813285,-148.567108,564.593745
-52.998087,-123.520444,565.406086
-51.341120,-97.015071,563.464477
-44.476019,-74.869056,559.041320
-34.318177,-58.258804,552.994589
-22.390948,-45.474117,546.548714
-9.586747,-34.761906,540.967908
3.546435,-24.827967,537.215224
16.577651,-14.599342,535.703994
29.029551,-2.913189,536.224321
40.187610,11.783917,538.067749
48.813863,31.432764,540.302319
53.007996,56.666346,542.099924
51.280525,83.317392,543.007263
44.311514,105.487212,543.077268
34.066397,122.061940,542.824271
22.087013,134.805236,543.018823
9.269346,145.484413,544.387019
-3.840110,155.393321,547.313061
-16.815266,165.600040,551.648599
-29.187503,177.257928,556.699139
-40.257143,-168.099546,561.395544
-52.142295,-66.103938,564.069351
-46.174094,-42.823446,560.090380
-36.529365,-25.210652,554.277877
-24.868333,-11.816514,547.806829
-12.188619,-0.805822,541.961861
0.914485,9.195319,537.790560
14.000505,19.279373,535.828478
26.614391,30.566094,535.986469
38.108704,44.511139,537.637398
47.375627,63.027308,539.867870
52.619543,87.292017,541.804081
52.100583,114.209416,542.901933
46.030123,137.535434,543.110954
36.292497,155.118630,542.865127
24.571749,168.470577,542.906032
11.870839,179.446365,543.994123
-1.215697,-170.578839,546.601986
-14.251565,-160.516757,550.695094
-26.789573,-149.255892,555.679934
-38.195571,-135.357769,560.541178
-47.385685,-116.942616,564.122727
-52.604753,-92.855457,565.461115
-38.662248,7.668925,555.534457
-27.306207,21.747524,549.090778
-14.774014,33.110793,543.024471
-1.718105,43.221837,538.456354
11.405045,53.205096,536.039560
24.155879,64.149837,535.809283
35.943245,77.421923,537.230086
45.777330,94.866908,539.420538
51.992873,118.039900,541.473047
52.692366,144.937664,542.759426
47.603718,169.342132,543.125411
38.441671,-171.993602,542.917383
27.018531,-157.957306,542.836088
14.457376,-146.630797,543.663716
1.410712,-136.547583,545.952193
-11.668506,-126.586675,549.778672
-24.347762,-115.666037,554.656259
-36.047842,-102.434570,559.634986
-45.800100,-85.076558,563.560400
-51.976747,-62.068005,565.404846
-52.717072,-35.350984,564.568707
-47.726646,-11.016423,561.064696
-17.339044,66.978435,544.148571
-4.348056,77.243355,539.210267
8.795142,87.168387,536.340008
21.660049,97.824869,535.699290
33.702020,110.499162,536.853636
44.036055,126.946922,538.966745
51.139597,148.957341,541.109777
53.044726,175.550904,542.578424
49.015094,-159.096412,543.115717
40.502970,-139.291869,542.974430
29.421259,-124.491702,542.803268
17.025086,-112.756559,543.393331
4.035878,-102.521096,545.365811
-9.069883,-92.619073,548.905847
-21.867978,-81.985503,553.637316
-33.824508,-69.346720,558.686242
-44.073218,-52.973485,562.913412
-51.125569,-31.112104,565.239320
-53.054856,-4.707803,564.959259
-49.116818,20.549059,561.956395
-40.705968,40.363136,556.753904
-29.698482,55.204763,550.390388
6.174444,121.160251,536.731628
19.132332,131.578942,535.662436
31.394616,143.726129,536.515835
42.167877,159.257195,538.513388
50.074380,-179.919683,540.718028
53.150666,-153.893505,542.358458
50.246541,-127.776025,543.077551
42.464131,-106.793022,543.029800
31.773104,-91.146875,542.801460
19.569806,-78.940974,543.179702
6.656537,-68.507629,544.844012
-6.459277,-58.622877,548.082347
-19.355539,-48.226387,552.631960
-31.534950,-36.110640,557.704431
-42.220741,-20.643318,562.189129
-50.065646,0.047133,564.967604
-53.149135,25.882144,565.238773
-50.327323,51.877927,562.758395
-42.648383,72.855545,557.926096
-32.038352,88.541022,551.695200
-19.879532,100.787039,545.326205
-6.972061,111.251588,540.048918
29.029551,177.086811,536.224321
40.187610,-168.216083,538.067749
48.813863,-148.567236,540.302319
53.007996,-123.333654,542.099924
51.280525,-96.682608,543.007263
44.311514,-74.512788,543.077268
34.066397,-57.938060,542.824271
22.087013,-45.194764,543.018823
9.269346,-34.515587,544.387019
-3.840110,-24.606679,547.313061
-16.815266,-14.399960,551.648599
-29.187503,-2.742072,556.699139
-40.257143,11.900454,561.395544
-48.813285,31.432892,564.593745
-52.998087,56.479556,565.406086
-51.341120,82.984929,563.464477
-44.476019,105.130944,559.041320
-34.318177,121.741196,552.994589
-22.390948,134.525883,546.548714
-9.586747,145.238094,540.967908
3.546435,155.172033,537.215224
16.577651,165.400658,535.703994
