40.692441,-31.152101,542.980262
29.645390,-16.275670,542.802330
17.266176,-4.498845,543.371256
4.283327,5.753300,545.314213
-8.824083,15.651923,548.826285
-21.632296,26.261038,553.541966
-33.611224,38.847577,558.594967
-43.903603,55.131925,562.848218
-51.034259,76.883231,565.217990
-53.074215,103.244311,564.990104
-49.238949,128.579489,562.035606
-40.893721,148.502238,556.866216
-29.921549,163.419993,550.512957
-17.579798,175.235509,544.257060
-4.595876,-174.482725,539.285430
8.548346,-164.561017,536.372730
21.422901,-153.929074,535.692407
33.487058,-141.307447,536.819930
43.865018,-124.949658,538.923911
51.047924,-103.050831,541.074160
53.065315,-76.500031,542.559635
49.139215,-51.066568,543.113778
-53.074215,-76.755689,564.990104
-49.238949,-51.420511,562.035606
-40.893721,-31.497762,556.866216
-29.921549,-16.580007,550.512957
-17.579798,-4.764491,544.257060
-4.595876,5.517275,539.285430
8.548346,15.438983,536.372730
21.422901,26.070926,535.692407
33.487058,38.692553,536.819930
43.865018,55.050342,538.923911
51.047924,76.949169,541.074160
53.065315,103.499969,542.559635
49.139215,128.933432,543.113778
40.692441,148.847899,542.980262
29.645390,163.724330,542.802330
17.266176,175.501155,543.371256
4.283327,-174.246700,545.314213
-8.824083,-164.348077,548.826285
-21.632296,-153.738962,553.541966
-33.611224,-141.152423,558.594967
-43.903603,-124.868075,562.848218
-51.034259,-103.116769,565.217990
